# length1, length2, I_lambda1, I_lambda2, I_lambda3, Molecule
3.3464071799407047,2.00810754880268,-0.09507676589529579,2.119677818133999,3.252604974820996,A
3.0299744617395956,2.626730774409004,1.408098819641361,-0.17348969251671686,5.354558223334756,A
1.6935998933239929,-0.8112770553038422,-0.3739577457144381,2.449939600153446,4.298417021237868,A
1.9816085449888294,-1.111684886022768,4.061989530908653,4.484686895170002,3.207174580847364,A
3.3097733979082866,3.3435783741487795,1.8892004380773713,-0.46991565640756283,5.691715546943772,A
1.6842767294216356,-0.6758630309108915,2.418486198367444,1.1878719953496137,4.725756482411482,A
2.7842891838329447,3.8198882543849364,1.625084368627894,2.983687695826558,3.8658124853096845,A
0.22124025229484356,-0.1111852168301175,5.336624849628388,0.9496147638493362,7.984597393688862,A
2.927480598392627,0.8649515735000932,1.174604769254728,4.617926285042776,7.029673616098048,A
2.019019708791099,-1.6310886672681644,0.847642436030807,5.5676981340228995,4.474599433651994,A
1.4289184497933751,-0.2814819332752261,2.8193390007394283,4.757558192019083,3.170688214271369,A
-1.4665086315222213,0.19468607037570806,2.217566126281177,-0.07046199732318792,4.928504764243168,A
1.4412347017415545,2.2113397660233227,-0.36775016866796406,3.7489036044370065,4.065024480747575,A
2.6745026967416705,1.0115698851894603,-0.39896106657215924,0.810966193956105,0.7417291278813343,A
1.8906094922964987,2.4726568447305013,4.775773645592462,2.5185331531105444,7.536448211839664,A
0.16629956793724487,3.605573451235189,2.6428300742028483,2.7122312648418214,3.6664943141013,A
-0.4927398092220867,1.8833918987565421,0.04927814699393718,2.7679282828169858,4.727182105316599,A
0.038268580014823805,-1.5757625782851679,1.5381089161442416,3.821313593022195,6.610177375489724,A
0.024698414099158073,1.3802334109924828,2.0324764242828244,5.811081443102342,1.8265442002763996,A
1.1338787944868627,0.9257635134870927,1.2749061623792688,2.411956252284392,1.0401585947364418,A
5.053751600891028,1.1520099632971097,1.4595853761549828,4.011136517775731,3.1235761246345524,A
2.1750406854860307,1.3713711784726081,-2.115168673874913,5.61418969486783,3.9421139139434946,A
-0.5843540183295244,-1.3202898154792462,-0.7132055217021898,2.138749206669702,5.635842360166411,A
0.6561359049070739,0.8002148596748482,3.9609978572083144,3.1026221151793254,4.035471935191894,A
2.723318420884251,0.8937451764798839,1.5577764028607475,4.650920797043372,2.841693034514822,A
0.04741556576923622,3.282756666644542,-0.960665273422316,5.310856360134047,6.961606356159452,A
1.6450543414661039,1.2058178172591345,-0.024445850521801482,4.089386032596371,5.354882151508091,A
0.48773900134250436,3.2808486458955315,1.983712112543429,4.481567365462256,2.9361191963581565,A
1.9232297585192115,-0.8185664515695408,0.9837900969873636,2.3690907747292407,5.089780719511393,A
1.1371169902603748,0.6778139992223574,2.47849330472535,2.3033802796401304,2.84751346666781,A
1.858760334763915,2.265070015419854,2.718522375359057,3.063780548442526,5.1692414557169,A
-0.5427983483418879,3.2650881558012084,2.9387698717332946,3.061710813837954,1.6656725406276176,A
3.2277794840161005,-0.2968861217549139,-0.05826984205994279,0.07075291999708178,5.234856013197069,A
-0.6263043278685743,-2.2918038974120454,2.8282403494487145,1.7603167604734218,4.5748811077315334,A
1.2772814818667053,-0.31191815542393764,4.184483815916765,3.6214988742755723,2.364635976905155,A
-0.9434583821695759,2.5306215927054545,0.04571741772257942,3.9682820567228023,3.2915001440334244,A
0.4770651673992453,-0.5109200497733453,2.803268294902824,5.547406638520503,2.874527688647491,A
0.9613992142472241,3.438515773277202,1.5760619185690068,3.941843356352856,6.150001972135306,A
2.4873263907173317,0.9755823414986692,2.49045293359099,3.1722641406735876,4.130286077660272,A
0.2831392774999256,0.156928654720496,2.778278603172439,-0.9730965294000797,2.1058719641076724,A
-0.4651153000540662,2.6405375847289356,2.2195062797894356,3.2479503321205616,4.014419839086758,A
1.284473257170079,-1.932735081899561,-1.395042129406407,3.6242810091384907,6.128762804757378,A
-1.6251573998338795,1.3752619962178427,0.4114994253694715,-0.47832142895962315,5.827253478462739,A
1.476341885536146,1.0825493481126633,4.2456293524695585,1.990911736081589,2.873855666783097,A
-0.03351904886009249,-0.5465856379085727,3.4081348896775343,3.720698098795806,5.0513852926920135,A
-1.0870911433248374,2.537629943688527,2.997937759330347,1.8335556700042621,4.79331415061283,A
0.18234057870357834,1.5128243275190392,2.609924516034977,0.7874327073093532,3.695531002729277,A
1.8603424244501827,-1.9816277144540364,-0.00700994894415885,4.2355100995310035,3.0119597278196597,A
-1.246411381334097,-2.2503526873760595,1.074395805536713,7.179370428874615,1.5482967300472943,A
4.6901074920991235,-0.4557833956139907,2.9875050334896143,2.730816875783682,6.617045844005826,A
0.462129386063758,-0.28244603832530135,1.8182759335509244,1.1846595472523487,3.1470049073046895,A
2.6190533039116515,0.44920081519339605,0.4812781080449329,2.8303241315495042,1.2624739934856617,A
4.567855183310794,0.5899991994346006,3.692186618854413,3.046248596961509,2.940182312870525,A
1.9227596042006043,1.6553276283472975,5.126851173415751,-1.2452538921805676,3.976089760037034,A
0.24777198327828676,2.4565906379315594,1.376089138153932,3.257524273566315,3.08722484878115,A
4.297325228864757,1.4085097107451336,2.9612980734251058,0.6893813988551756,4.82204381707777,A
4.116405786123179,1.963683479978594,1.4072391032163178,3.5937097634122424,5.780874443196819,A
-0.18967775602938275,0.7051301923011994,2.613575726216612,3.9551220970693524,2.6411565404975486,A
0.9950742656159792,0.35076098771603115,2.836746052216962,2.7787182033754334,0.7420840770104276,A
4.0704176757796295,1.2133999841942165,0.4076236132735256,3.2827071081726564,4.970565429682289,A
0.20001787550027506,-1.0936385237544868,3.4862458685741107,4.597893222963209,5.033927397302557,A
0.1988992643686074,0.08181461328987538,3.6761366163628724,2.6319564743859747,4.166029010110089,A
1.2959202863114232,2.755256150673695,1.3436251527885932,0.5286268754700671,5.585157741708536,A
3.971738575925258,2.6013817547241986,0.07718531727694633,1.420732462589145,3.126679094070053,A
0.8106865872102944,-0.042009519556233554,2.4373591550565967,2.370579898184345,4.234774251462585,A
-0.6271324451393572,-0.2738951157603575,2.8805640585144077,1.6007690989717962,4.621873745461294,A
0.4944228434867174,0.6418953721096483,-0.3566447784853102,2.516387462763303,1.8772442189651946,A
0.8670913720193494,-3.3258864390695946,4.323880818903885,0.15805100421243035,3.887447756133148,A
0.09004449999025621,1.9680271727006873,0.13631268558948761,6.209045449382721,4.771922421104475,A
0.96580458460362,0.3344153422737286,-0.8574757211799273,6.015586506669123,6.666292435840768,A
1.3943837133386001,2.1087360796369357,0.763005602340185,3.432346649085557,0.9631970764137314,A
0.5816187366320087,0.11088894322526455,2.293002569284506,2.9517108488423833,2.4655575914287318,A
0.9321179734970706,-1.723221216515666,0.6880139735706527,2.947262135034104,0.2310418964740224,A
2.565183747533113,-0.7621800329030965,0.7220503957719357,3.734702749393477,2.649951209390871,A
0.44210270323875667,-0.24031599998662379,1.7408958226100233,3.803982114248777,0.9192292581491213,A
0.6334508555348477,3.136456652860156,0.826382477714354,2.0254059974937695,2.124406915664506,A
2.986493090546487,3.0812148901580785,0.7075073312676536,1.4852424098854202,4.296450249454125,A
1.153771769705541,4.060597528100837,1.5254311740122914,3.5117024210049523,6.166533459286116,A
0.18445044679998623,4.257512660998464,-0.5807316760396368,3.127052823376638,3.5311381894747433,A
-0.26257472329814746,0.3385970964718298,4.185982468519262,9.428543014891936,6.507186865643439,A
3.033688427436462,0.1581534589705641,1.3093825583501026,2.759316992332261,4.560093186292975,A
-0.425235169284373,2.0749624738366705,3.3294538612928366,0.9004775715228699,6.424492076077504,A
1.2170071827242912,2.6279043916780056,4.0502137514820085,3.1424328546319433,3.78401562657883,A
1.6316232308013565,3.1603886667067003,2.750075330365567,3.907363688831303,1.0688984689086105,A
-1.607234869154866,2.2309877870919834,2.3113586009182603,1.63875552045616,3.0985599586928374,A
1.2213130798954683,1.9942733119365816,0.9690865983908628,-0.48501036475450565,5.3000998648767315,A
-1.5985340596502469,3.927851373943888,0.33158263156565204,2.08372945508184,7.138045926072653,A
-0.1034195907407196,2.241815960644649,0.344831016059991,3.7963645537933015,5.648693223289634,A
-1.7110089699864366,-1.766918852890059,1.993744756160696,2.377964806263333,4.465746906176759,A
-0.6084677668795295,1.1325407494819215,4.845363303241766,1.4384586979754304,3.027472781702683,A
2.184167344593788,0.9471427262211479,2.044756414410199,4.202468868208399,2.180824937274341,A
3.0461071492519607,0.3345747586481723,4.983941616738958,3.25823018402866,3.47381643863572,A
0.516712142862825,0.22857788105981602,2.9060344978715347,4.743518268963203,2.686508683270302,A
-1.7176674856227123,1.7489441624196664,-0.8280932239024921,3.8317485276035907,1.6786942182191997,A
-0.16078529537503639,-1.6734419470793314,4.481854481151879,-0.15920832434124055,3.9532860707394213,A
1.6545417145533052,2.6126069953601556,1.1931133166811194,3.839105465310935,5.528450765632444,A
3.6189151625827454,-2.346547323425346,4.285398038776637,5.03907970009406,2.610387009466235,A
4.840185372435198,3.704539372329231,1.567238977353333,0.21664668178616964,6.349741552958708,A
-0.06597867855127326,2.347621978280575,2.9784650350579684,1.8118116189203417,4.1947942700040635,A
1.0341609597506305,0.009939006405253359,1.700148516083152,1.0313896603503991,2.5512622915417005,A
-0.39491604662706936,-1.3574502730928089,-0.06825362332980012,2.3917895639788456,9.490742662340736,A
2.4925794663180385,4.82724844946592,0.28127127332724666,1.131036813407684,1.6166676274435519,A
3.0286654308273486,1.964012680925872,3.2128420448604293,1.4874052770824417,4.9948630453325364,A
0.5431129164462761,-0.47746931275387117,0.8519283394780044,1.8517311122019149,5.215040857309436,A
2.484498013288388,1.1006209189034697,4.248525868676307,4.995496707717992,3.17049941529373,A
-0.5583650652227881,-0.44371860182785716,4.4504142293113595,2.1730377974871997,3.010504835317916,A
0.13744890045163594,0.3239386027252894,0.06043394421122272,-0.04071365356910128,5.050150623277056,A
2.5847728342020346,1.2142378494543251,4.237651282799966,0.897008343216275,3.7413614658636067,A
2.5003704555542168,2.8614356984637075,2.5811290754526226,4.66374650331907,4.627540081775683,A
0.27397710292709376,2.878691700737958,-1.8977930225039747,0.3915923896205933,0.8882099004797723,A
2.603142359083244,0.9335091268491472,2.451249730642515,1.8718940348790785,4.364986127227468,A
2.2935842852435098,-1.5303600567932882,2.737607498836689,3.7662244447437194,6.796774501404237,A
1.2189721810299323,2.6014024262224815,1.5786959308701716,2.410206904008158,1.7960212311500228,A
-1.8274973637512457,1.0800513333355832,3.313919889248379,4.275235580131225,4.570401958716841,A
-1.1740268762368746,1.1048769685639666,1.0007814122224943,4.744979339016366,3.421379287562852,A
2.1480648833937552,1.2895159177785043,0.8991184313922862,3.1276997839116967,2.0545779559326744,A
0.6386498136859049,1.1795328741843285,-1.8803831912306426,3.989671114996959,1.4435218747108691,A
2.2080756453375168,0.5528566832878656,0.5986237533088983,3.280276044965404,3.470489303787153,A
-0.006993269380535905,1.3209933133721146,1.26640110704023,2.6939815201688146,2.9391524209851383,A
1.3558261884905858,-2.0955797011345014,1.7918007093272275,2.8076620009507742,6.861210302959188,A
1.3226150108606047,4.344944974361987,1.5340019926434412,3.714097581729474,4.650495803595577,A
0.20397408313700582,2.8350606257430035,-0.5253515832549596,3.7075828039579637,3.361949996491967,A
-0.5726228673189251,0.810176473155735,3.032263976898169,3.1032374829043925,4.482376815380732,A
1.0120552017671713,2.604195422314918,1.269976612782479,1.116637196882279,6.246423097762895,A
0.010711800258373039,1.3779213860497488,3.622213736260327,5.745060486540748,-0.399737057253275,A
3.938647551621417,1.0890206381040104,1.7303642784009379,3.984978061971999,3.9060451549177917,A
1.3715763833624965,1.7291565861060385,1.3894570659728613,2.849294255029675,3.601242242243665,A
0.8892902100681356,2.9582857551904755,4.943300644524205,1.2810478591548173,1.2373393051712327,A
-1.9477464311617725,2.8200671402354045,3.0779527230105748,0.8580874550479254,3.7491272831206603,A
-0.13552098554117276,-0.020177806600207626,3.2580001330285926,2.1241963556001955,3.998868416035243,A
3.3109174306691034,1.133938539527813,1.3929680096889416,2.9943692720188126,0.8449974083859373,A
0.48471259446186465,3.0105469552494992,-0.8368049607553196,-1.573716582126658,3.3562492617365747,A
0.3944663683615115,-1.6361918757916691,1.5332080273814332,1.142795861046858,5.123756147428062,A
3.2149235665891682,3.0200153975654214,0.3781918669040065,1.237100956679837,8.674150274849005,A
-0.1526955092768183,0.37963962952432107,2.08359170651371,4.447107900374487,5.332704162474352,A
1.3679693930739463,4.848263643927388,3.490414045063729,3.4870226983622308,2.1825169016954726,A
-0.8303421761627976,-1.0226166978961206,-0.39018692948006484,4.310804291356201,1.4089923463537888,A
0.6743682216214899,-0.013760439199681729,4.243567444222207,4.4783021543062675,2.3339345911189664,A
-1.1727630693935867,0.6929565990342489,2.9217988782622304,5.268080890386713,2.166064562030197,A
-3.5454521531012135,0.6463501527636828,0.5610239031502573,2.691913103410157,3.0415556951896363,A
1.557590943995136,-2.443855619578052,3.029607238975154,1.3781524169264294,5.781402411714755,A
1.657822067685418,0.9033638390177998,1.3059576663158965,-2.3860627926403284,6.343865689919667,A
3.1668852753437484,3.9849814975974467,2.8569489174376095,4.618431820407528,5.266304258323033,A
-0.24336859925730425,0.20799203751352302,4.524929623735828,4.455799067806505,3.6752944707589315,A
2.1033886966502306,1.5854839070324536,1.528044619692766,4.3017072313371685,2.9275528783916487,A
1.1677629390876068,3.6402214017111447,3.4737545253969264,5.68815181632081,6.453200811667243,A
3.043492973144318,2.0899490520966713,4.519419054529279,4.988524702931551,5.532059541828948,A
2.1122418467292694,1.082329199635542,3.710028160928383,-1.3692907974573076,2.876085732824378,A
0.70011530887376,-0.7860913590258978,1.442018862615679,5.891696170057006,5.9652068649392485,A
-0.09954746563947858,0.9542380107841739,2.4517189410562676,2.452529285798899,3.54916447057073,A
3.8878885791919635,0.3138315994154869,1.8418466932421746,2.173594308617142,2.7029887574654254,A
2.5148610437055057,-0.4359474505873935,0.20350206173733132,5.090200525490127,4.3613928802744315,A
1.0576589441353235,5.548338542319918,3.5016551722303273,3.2409147540770133,3.757424243858864,A
0.4278540275229834,0.14934553778411785,1.5599698780302118,-0.21828092408382238,3.099943278418062,A
1.959858757873548,-0.6371831317892416,4.963862595199238,1.8350880088113828,7.043191850293141,A
1.9064495312158891,1.121883683360935,-1.5787924173008392,0.33913373289914794,5.3668457957671665,A
1.015116475766592,4.713958094251602,2.2876624881555694,1.819084209079495,4.939562124165091,A
2.428377110814195,2.7997882321339844,2.388976427986814,-0.9796561097392629,3.5264085248788746,A
0.5320173153157979,-0.7402773684201105,3.216335604086386,5.663972624910889,4.533293594266505,A
2.9890070238616206,-0.8324597322846292,2.1099321740832666,3.0678616288126714,4.046394371268021,A
-0.7496893490108962,1.455732691603479,4.297405737191438,8.321472425169606,7.290622883549674,A
-2.8180423383177993,2.4599958116471683,1.138265322561152,2.089406461041706,0.7175411545974919,A
-0.5132889931194233,3.085472721774394,2.3871645727436386,-1.0653267018206307,5.415522838813749,A
2.456306786621222,-0.5870789278511439,2.983913468346815,2.4944195210331785,0.6507285931333731,A
0.8266783525707749,-0.403193700644664,1.5540075284405603,1.345704771964006,5.090411138499913,A
5.514201347206471,-0.9592228491232404,2.8145967766995503,1.0513754543650915,3.9795681064707593,A
-0.966725423903775,3.1078927004893884,6.596013931904258,4.903453303311556,4.956002561763465,A
2.3980370533046353,3.1967208545864234,-0.3300450235022625,2.544117408223145,2.449230672139824,A
2.5214117573783907,-1.2700685451167142,4.979771609020554,4.617747301361353,2.1217634554487828,A
3.7831088796382266,-2.1773035600789883,-0.2845511787482309,2.6457588318930254,2.6169088622248657,A
3.083109353266304,1.414096883955864,1.91332127156212,1.8333757149617345,2.7241635121385084,A
2.301040936863777,0.9519428538657037,3.142099790248105,-0.05282238986332688,5.02330729465168,A
0.3035071850463964,2.3740355184263757,-0.3589662260237767,4.2237310062829865,4.573096847829015,A
-2.939706328631217,1.0162416671419727,1.9079984620447539,3.227423783440866,4.3130292020580745,A
2.757766186614578,1.2165281007925293,1.9416812895009867,2.9458037348837443,5.883766182434308,A
-0.22512576225093994,2.880675627555397,3.8970330616803635,1.2805962591900573,0.23997454332222645,A
0.26869471305904136,0.055120816040490905,0.7244900002362085,2.5560879753814945,2.8289482845902962,A
0.22321463969306665,0.23599797506963094,-0.7002734831455593,4.907441355761211,5.853273724373622,A
-0.5717682897564487,0.206219084629521,0.41318899425283573,1.9905119543410188,4.914744665098505,A
1.151012019802284,0.9698034173831503,4.6563364608367035,3.4283794344914353,0.864269169618693,A
0.5331774846959729,-0.09719743240385448,3.5258363471666083,5.184549469048454,2.5111605633334255,A
0.21236784196467318,-0.5021881941392159,4.817025690221388,2.5954822462901372,2.690756700100871,A
-0.3394692382030331,-2.183418476310754,2.290991335030226,-0.08161191443690807,5.809875500662581,A
1.3337195234899426,1.1680204787446298,-0.5621132075656274,2.500213573484327,4.100885036786292,A
1.0889267199588433,-0.6093947164156024,1.83439484420074,3.796373564423088,4.149076875270213,A
2.086813549559741,2.6689008896780013,0.40142976960071697,2.9118399932866437,5.859584242151188,A
3.5892767308379745,0.14259330421605576,3.2529524178791336,4.097427399472297,5.348242965998525,A
0.25668639234838797,2.9081342080640264,1.2103610459654963,4.867716792544817,4.126880913861477,A
0.261334616865603,-1.0786588234544445,4.165662799730739,2.5151632388395746,7.293042929004197,A
0.7017422060344114,0.6820706691810288,0.24401157390068495,3.761391305744257,6.486861401698892,A
4.521025465621218,1.4912675744179453,2.6114476356923406,3.9693294551361586,2.630784939245928,A
2.854338747180539,2.9126594969817265,-1.1722236972381386,1.0017249950651343,5.057333062437563,A
1.3564980373497264,0.05515706108393692,0.2983920642252338,2.961622070085409,2.0629712602715053,A
-0.3706157025638537,-1.9171687333654042,3.7094070982239793,2.126063332183451,3.600120273734911,A
2.3862399704419994,-0.5983521337827451,3.3038214628615346,2.491434399901405,1.4900228952824475,A
-0.6942725943974499,0.10637703804974086,3.4064277260442752,4.075168101183791,6.353448200137434,A
-0.5506478306201223,1.6095752576929319,-1.308162019546006,2.6264094218461818,-0.013545934904394485,A
1.9257989669694422,2.4334421199728284,2.2110224628232964,3.1007730603357904,3.529722532625256,A
4.066102284409758,0.09970562466245414,0.7472249936768498,2.220536247779253,1.9280632597162333,A
-1.6634484178494637,1.2433266306543953,1.0311324692529893,2.9532039701473183,1.2826128634568792,A
2.7485416642806912,1.9781080539011595,2.490997100358647,3.2883772184763913,3.152076580813229,A
-1.7178324940189684,1.310796571983503,1.9791721270239335,2.401737261389529,3.212265387528112,A
0.2305018479336649,3.9923122355308145,3.1829086333663597,6.135734906598339,1.2746654302351894,A
1.0723161420187397,0.6902043064890069,-1.2984203560604364,3.503316750771136,2.967949593273853,A
0.549483415783911,1.8947720609672947,-0.026904370397236477,3.0308856363968717,3.3516007966400463,A
1.139382371612423,1.6137203506511988,5.80515336525619,2.2746720429835894,3.9077813840915745,A
-1.1637247132186461,-1.9274666160353529,2.1634251075982256,5.150653573111164,4.737985837412309,A
-0.5633039562056803,1.0183286122919744,1.1875060216721813,1.4135578633927401,5.250589539136432,A
1.683794720371156,2.2752865518008925,-0.8481257596910794,5.426371859409185,4.896470233069906,A
1.4566042012796483,-0.8508624059190864,1.9116971627068733,3.145448250373012,8.701449405980288,A
1.4647192098231872,2.322791685519306,1.741069426796223,4.326286084281626,3.084751144809336,A
0.43572359726398646,3.050049478742786,4.542901402218066,4.003411484596429,8.446836715492564,A
1.1395794146947291,-0.1432867886819722,3.104324733053177,3.50400427835844,2.3083996278341727,A
2.396429270178068,1.8211436706216309,0.5787497293929189,2.2263973361392297,4.111675038415368,A
2.904403908784043,-0.5191744701978307,2.92043437010868,-3.3278664577909707,2.792010138388349,A
1.4064693837054225,1.9887558148260522,3.7695987843850514,4.061037606689486,5.804808684516806,A
-1.4295030802470428,3.41920258684402,3.757655315626528,4.137290661056403,5.955442319172681,A
0.4701549416925511,0.630499456541531,4.230896947912289,3.5208884282030213,1.1884439708962695,A
0.6013246609343896,1.1063940989356198,2.30087329971591,2.758545336375614,6.9117422154411186,A
-1.8893211180036462,2.1880480227836028,3.2913644930239743,2.836859094383253,5.126524506347604,A
2.233746895790218,-2.0780990821594947,1.8407327863961176,3.01758261529611,3.7159991966120396,A
-0.5398802571618364,0.6904038246675352,1.3546753973170804,2.6991301142444444,2.255728660696759,A
1.0117652310087644,-1.4683424670327798,-0.9213777713169922,-0.055313136525255935,5.950216992241132,A
0.5408860772214426,-0.7562574476352273,1.2398390869675309,3.3426342385545227,2.4606821091075757,A
2.208656811676218,1.5593178697949879,2.598298923664463,2.597167545348623,3.1238655784035894,A
1.0295024543229927,0.9950647438754697,0.011603306087354825,1.1115572472477866,3.300924364278041,A
1.335078464026662,0.5347592788530454,3.4731618307151058,2.1825271985546326,1.8769804402182184,A
2.6450819514076724,5.7687924158776855,1.5568984874298732,3.0451913525728953,2.2075217407832564,A
-0.4800996351372637,-1.1598037545227857,1.4880648717854945,4.385348977532404,4.451820744550932,A
0.31097175351822837,-0.823199674378783,2.877035908887436,0.07438375915011308,3.5889216551770997,A
0.7954149978087557,3.1864887131868587,0.3218759400365365,4.307688075051727,5.290014000307444,A
1.871070621441377,0.738283577292879,2.965403113816687,2.699223623052301,4.350587980647429,A
2.3120425468169126,3.1893395033794207,2.7161942258497533,2.6537995783835173,4.605184875550881,A
-0.5734487732508056,0.21204801672949802,2.1725621892677296,4.159484685507004,4.818063380192079,A
1.4363649304081352,1.3094474245230423,1.604037271985994,4.33997710964761,4.688520137693993,A
1.3413844691748766,2.1385873181676525,3.0409910560640636,1.0596248258914192,8.208257013288868,A
1.21626641084844,-2.8801486356297223,2.698786278577976,1.696561007108795,2.5912218055461933,A
0.8285442847622322,-1.7577564709860192,3.4465009166552374,3.062351614682101,4.289105221482652,A
1.8477068811690982,1.1641697039453527,3.3882325791692027,7.027819741329379,6.082802075940985,A
3.5482011065479844,0.5599292866285825,3.357071044056104,5.4487291778598355,3.7345345750499876,A
0.4999084181133292,4.800344919842189,-0.313151465173545,3.019218488478535,3.77559627756148,A
2.7745351320545355,-1.7520321451213574,1.0292544077186085,4.599065419110368,4.977553381777189,A
2.4949275890187845,0.09548060350674248,4.558582321750695,1.6317851649353594,7.013241697026617,A
3.3018039521867926,1.6922969432370243,3.6289120088751763,2.9598661062165825,3.741382916809442,A
1.9936943941012186,-0.8141884847869478,1.3572877707360265,0.5945389698575405,4.235867802887768,A
3.4156377166215823,-1.3868251351789906,2.0250148533888948,1.4494423665005292,7.213412460831817,A
2.348721762021759,2.229847925656613,4.038574761744951,3.1971914166625304,6.374937700912137,A
2.9946756176930274,-0.11443360995153351,1.7120588508646142,0.4353720331473365,3.2327281506198084,A
2.3592073666894455,1.2471868306140885,1.5123333548432374,2.7986670880460154,3.8145314857637453,A
3.602783700084289,0.41399091403912414,5.052265146326069,4.041600345324854,2.906397707239423,A
-0.8789096584936325,1.0438662222361965,3.177937431735123,5.793299908145628,6.797606885874806,A
1.821908765185389,5.531412823153201,1.1895999008195215,2.0141300104443935,2.6475817794050105,A
3.759689869431565,0.8096351025122613,0.8093159561188314,3.801168754015875,4.245594006381027,A
-0.9648822015323335,4.407841283092596,1.6115696236498516,3.185383798016847,3.7556514939086183,A
1.0966947295881826,4.270360605512979,-0.9966934713166125,3.5837773654958496,4.59657233336786,A
2.122219437121446,0.7111505626266243,1.2271291427893263,1.617697627685493,8.1143546248454,A
-2.702959374794993,3.1184533022953014,1.5273494619509353,1.0348717138322816,4.739517251300166,A
2.2578267675644943,3.3522908979155077,2.484517434394307,2.785663401165817,2.242546949095634,A
4.28338872718874,1.0256595745821047,3.263925211484975,3.2006602417592664,7.380319517682906,A
-0.3394028557109672,-1.1403496820541679,3.5791194654956584,1.5406745881699948,0.9630498735139472,A
-1.2842552311225606,0.8395750515851911,1.2161799059880796,1.1217491890519917,4.369863224171401,A
2.5113022992519003,0.840009809199942,2.0929357488471725,0.022548876031861287,4.209221090453806,A
